nitrogen,phosphorus,potassium,ph,temperature,humidity,rainfall,soil,season,crop
119.32,51.54,56.51,6.04,22.4,78.69,62.72,Clay,Kharif,Cotton
15.93,55.59,21.29,6.75,25.72,66.47,54.82,Loamy,Kharif,MothBeans
42.29,51.96,37.24,7.3,31.04,74.66,79.08,Loamy,Kharif,Blackgram
39.68,32.65,16.7,7.32,20.47,65.44,134.58,Sandy Loam,Rabi,Orange
129.39,53.33,46.59,7.14,27.99,77.36,67,Black Soil,Kharif,Cotton
75.94,47.97,35.89,6.81,26.25,70.4,74.02,Clay Loam,Rabi,Maize
43.52,62.1,38.7,6.97,27.04,76.62,89.89,Loamy,Rabi,Blackgram
22.02,33.49,39.81,5.8,29.05,50.83,132.24,Loamy,Kharif,Mango
25.65,119.38,291.09,7.21,27.93,63.9,81.99,Loamy,Rabi,Grapes
20.96,57,39.15,7.16,20.66,60.75,84.07,Clay,Kharif,PigeonPeas
28.33,52.19,22.82,6.13,23.13,66.01,91.59,Sandy Loam,Rabi,KidneyBeans
51.86,31.29,39.76,7.49,25.55,84.83,210.75,Alluvial,Kharif,Jute
18.32,16.24,25.74,7.09,24.97,37.4,99.97,Sandy,Kharif,Pomegranate
22.11,53.5,21.82,6.53,25.46,82.46,78.89,Sandy,Zayad,MungBean
116.54,43.11,55.07,6.63,26.94,78.88,75.11,Sandy Loam,Kharif,Watermelon
37.92,19.97,22.63,6.07,31.38,69.09,99.19,Red Soil,Kharif,Mango
34.3,25.27,34.82,7.41,29.57,50.82,149.65,Loamy,Kharif,Mango
56.22,53.84,54.65,7.19,19.09,56.48,41.42,Clay Loam,Rabi,Wheat
89.52,45.91,48.5,6.57,27.44,78.87,74.66,Sandy Loam,Kharif,Watermelon
21.9,50.21,21.29,6.87,19.11,67.3,50.93,Sandy,Rabi,Lentil
49.73,35.83,143.51,6.63,34.67,75.79,177.47,Coastal Sandy,Kharif,Coconut
43.43,61.22,50.71,7.32,29.09,60.49,96.58,Clay,Rabi,Chickpea
91.19,74.78,266.02,7.14,25.51,78.09,164.3,Red Soil,Kharif,Banana
35.81,68.25,34.8,6.03,20.98,74.26,90.01,Red Soil,Kharif,PigeonPeas
32.54,25.24,24.01,6.75,25.5,64.04,82.76,Loamy,Kharif,Mango
56.38,49.84,114.29,7.42,31.59,71.67,150.87,Loamy,Kharif,Coconut
107.89,59.85,58.61,6.44,26.87,70.07,106.75,Loamy,Kharif,Cotton
43.77,46.2,103.95,7.49,32.33,74.3,197.28,Sandy,Kharif,Coconut
58.6,36.79,110.9,7.04,31.53,73.61,171.75,Coastal Sandy,Kharif,Coconut
81.24,68.5,301.13,7.03,32.3,82.34,146.07,Clay Loam,Kharif,Banana
85.18,57.43,38.6,5.88,24.36,59.48,96.72,Sandy Loam,Rabi,Maize
56.11,45.51,132.07,5.79,32.44,84.88,154.7,Sandy,Kharif,Coconut
51.86,21.88,22.92,6.6,31.55,77.53,231.17,Loamy,Kharif,Jute
18.17,21.79,28.44,7.39,33,44.94,61.24,Red Soil,Rabi,Pomegranate
68.07,59.77,49.3,7.13,14.72,68.42,46.14,Clay Loam,Rabi,Wheat
32.99,32.54,37.31,5.81,30.59,51.7,141.71,Sandy Loam,Kharif,Mango
33.3,61.52,22.97,7.08,26.37,74.72,82.42,Loamy,Kharif,PigeonPeas
59.5,49.45,146.77,6.04,29.45,80.22,160.39,Loamy,Kharif,Coconut
129.85,45.54,59.21,6.08,25.71,62.93,105.73,Clay,Kharif,Cotton
37.65,44.78,21.34,7.11,25.81,82,81.55,Clay Loam,Zayad,MungBean
115.65,67.45,263.75,6.31,29.29,81.89,179.19,Loamy,Kharif,Banana
22.85,48.48,26.92,7.45,34.8,54.36,37.38,Sandy,Kharif,MothBeans
30.85,144.39,210.33,5.82,21.68,74.02,117.61,Clay Loam,Rabi,Apple
67.32,46.76,46.37,6.99,23.22,50.68,57.22,Clay Loam,Rabi,Wheat
25.41,58.46,21.96,6.16,21.44,70.25,113.14,Clay,Kharif,PigeonPeas
20.46,47.18,20.49,7.55,33.53,62.56,36.81,Loamy,Kharif,MothBeans
61.65,50.23,40.29,6.35,19.62,67.79,65.88,Clay,Rabi,Wheat
30.04,58.95,21.11,7.12,31.86,74.65,78.51,Clay Loam,Kharif,MungBean
38.52,32.59,26.87,6.27,26.83,69.36,118.01,Loamy,Rabi,Orange
109.61,74.29,302.46,7.4,33.94,85.13,171.45,Red Soil,Kharif,Banana
30.99,16.61,33.18,7.24,27.2,62.09,104.53,Loamy,Kharif,Orange
25.99,58.1,22.81,6.3,23.94,64.8,117.2,Red Soil,Kharif,PigeonPeas
101,51.02,52.01,7.49,28.93,76.5,98.43,Black Soil,Kharif,Cotton
35.19,132.34,220.81,5.86,19.74,60.25,112.42,Clay Loam,Rabi,Apple
84.29,43.8,46.61,6.92,22.83,82.8,153.27,Loamy,Rabi,Rice
43.14,55.85,53.09,7.27,20.13,68.29,72.87,Loamy,Rabi,Chickpea
81.53,58.49,46.57,6.54,27.61,68.76,40.65,Sandy,Zayad,Watermelon
26.38,32.74,24.76,6.73,32.07,53.79,80.69,Red Soil,Rabi,Pomegranate
23.56,29.19,29.34,6.94,31.16,50.43,122.91,Red Soil,Kharif,Mango
33.49,63.34,21.48,6.2,16.14,65.05,82.92,Sandy,Rabi,KidneyBeans
80.65,54.37,50.42,7.4,31,66.11,61.54,Sandy Loam,Zayad,Watermelon
24.47,25.34,21.37,6.61,18.63,38.85,63.82,Sandy,Rabi,Pomegranate
21.3,17.27,21.02,6.81,26.25,61.01,102.95,Loamy,Kharif,Mango
118.61,75.49,317.6,7.24,32.31,80.61,195.64,Loamy,Kharif,Banana
83.59,77.55,98.73,6.3,30.2,75.5,107.58,Red Soil,Kharif,Papaya
85.19,41.01,58.81,6.23,30.81,69.23,73.34,Sandy Loam,Kharif,Watermelon
74.25,47.11,31.32,6.15,19.65,57.28,70.36,Loamy,Rabi,Maize
118.07,57.47,52.26,7.15,24.39,75.14,51.3,Loamy,Zayad,Watermelon
109.55,43.31,56.13,6.2,29.39,73.61,45.62,Sandy,Zayad,Watermelon
127.76,51.03,53.42,6.05,27.72,60.9,70.64,Black Soil,Kharif,Cotton
33.43,57.8,55.59,7.43,25.11,66.93,85.7,Clay,Rabi,Chickpea
36.17,102.27,255.54,6.02,21.56,63.28,62.51,Loamy,Kharif,Grapes
80.32,50.32,28.84,5.94,22,67.35,97.22,Loamy,Rabi,Maize
132.99,55.22,43.68,7.39,26.41,75.86,67.47,Loamy,Kharif,Cotton
45.94,59.84,42.04,6.8,24.82,75.81,63.16,Clay,Rabi,Chickpea
118.37,52.45,99.43,6.41,19.25,72.18,174.7,Red Soil,Rabi,Coffee
118.82,56.75,94.97,6.4,26.12,78.7,239.28,Clay Loam,Rabi,Coffee
43.95,51.08,50.68,6.81,24.71,67.29,88.93,Clay,Rabi,Chickpea
114.14,57.96,58.67,7.32,24.01,63.47,101.8,Clay,Kharif,Cotton
19.85,54.37,23.93,6.75,28.16,69.99,42.8,Loamy,Kharif,MothBeans
52.55,37.01,118.07,7.25,29.3,84.18,174.81,Loamy,Kharif,Coconut
96.98,48.02,40.02,6.51,24.87,79.81,46.01,Sandy Loam,Zayad,Muskmelon
42.57,23.43,25.35,7.27,32.47,83.98,196.87,Alluvial,Kharif,Jute
25.86,56.94,30.49,5.97,16.82,74.8,87.61,Loamy,Rabi,KidneyBeans
33.88,43.96,33.87,7.19,29.16,84.33,94.8,Loamy,Kharif,MungBean
37.37,111.94,207.34,6.14,19.56,64.79,134.6,Loamy,Rabi,Apple
30.6,59.24,31.91,7.48,27.05,68.39,96.77,Loamy,Rabi,Blackgram
112.77,47.77,43.26,7.46,31.84,74.85,46.27,Sandy,Kharif,Watermelon
26.12,103.82,248.69,6.84,22.89,70.79,133.73,Loamy,Rabi,Apple
92.23,52.82,52.22,6.32,29.88,66.89,59.55,Loamy,Zayad,Muskmelon
35.07,50.05,36.48,7.45,27.21,73.93,94.02,Clay,Kharif,PigeonPeas
87.9,70.97,99.69,6.45,23.56,82.02,195.13,Red Soil,Kharif,Papaya
35.5,26.33,22.71,7.02,33.07,58.01,107.91,Sandy Loam,Kharif,Mango
114.71,48.99,54.57,6.8,23.3,79.26,117.64,Clay,Kharif,Cotton
36.62,60.58,38.9,6.56,32.1,70.65,72.14,Loamy,Kharif,Blackgram
24.5,115.95,296.51,6.84,34.11,71.44,61.1,Loamy,Kharif,Grapes
28.18,43.81,23.41,6.22,31.83,84.28,71.86,Loamy,Zayad,MungBean
38.42,59.61,23.86,7.17,32.29,79.32,64.27,Clay Loam,Zayad,MungBean
26.02,50.26,30.2,6.95,17.69,71.96,88.44,Loamy,Kharif,KidneyBeans
31.43,138.51,214.15,5.5,16.84,74.95,148.05,Sandy Loam,Rabi,Apple
27.63,62.32,31.48,6.26,22.73,63.11,84.39,Loamy,Kharif,PigeonPeas
31.55,60.19,53.95,6.37,26.39,73.25,92.71,Loamy,Rabi,Chickpea
35.72,112.65,293.42,7.24,16.88,64.96,80.7,Sandy,Kharif,Grapes
35.84,32.42,39.44,6.99,25.99,51.77,101.67,Loamy,Kharif,Mango
37.38,52.12,21.83,7.16,23.69,75.47,91.19,Loamy,Kharif,PigeonPeas
43.45,50.23,41.86,6.16,25.71,79.63,87.92,Clay,Rabi,Blackgram
125.91,47.89,58.96,7.08,22.81,62.3,87.91,Clay,Kharif,Cotton
31.36,23.23,15.71,7.19,20.46,51.94,98.61,Red Soil,Kharif,Pomegranate
111.56,51.79,43.36,6.34,27.72,72.96,54.34,Sandy,Kharif,Watermelon
41.84,35.32,31.5,6.89,34.33,84.17,164.36,Clay,Kharif,Jute
89.33,47.16,40.17,6.81,25.05,89.56,254.86,Clay Loam,Rabi,Rice
86.45,65.77,88.85,6.74,28.02,80.39,174.73,Red Soil,Kharif,Papaya
25.54,18.88,21.57,7.18,25.12,54.74,135.65,Sandy Loam,Kharif,Mango
56.99,44.02,136.59,7.34,32.66,87.95,209.13,Coastal Sandy,Kharif,Coconut
86.35,43.42,54.09,6.55,31.74,68.92,61.25,Sandy,Kharif,Muskmelon
94.62,76.86,99.73,6.04,24.37,76.3,177.95,Red Soil,Kharif,Papaya
89.97,61.22,340.39,6.47,31.5,88.12,105.52,Loamy,Kharif,Banana
49.42,60.64,54.15,6.16,28.33,60.85,80.5,Sandy Loam,Rabi,Chickpea
85.39,65.78,90.75,6.58,28.96,72.68,196.63,Loamy,Kharif,Papaya
34.02,53.02,23.42,6.97,30.05,63.05,39.69,Loamy,Kharif,MothBeans
39.38,57.48,21.54,6.64,19.77,68.2,94.5,Sandy,Rabi,KidneyBeans
36.36,58.22,55.09,7.12,23.39,74.52,61.15,Sandy Loam,Rabi,Chickpea
20.49,50.54,29.2,6.21,26.24,82.71,64.4,Sandy,Zayad,MungBean
22.87,58.55,31.34,7.01,26.87,64.33,38.85,Loamy,Kharif,MothBeans
30.92,15.87,25.44,6.67,23.57,52.36,78.2,Red Soil,Rabi,Pomegranate
34.99,33.56,29.27,6.79,32.18,42.64,69.77,Loamy,Kharif,Pomegranate
99.63,48.68,46.51,5.57,24.88,82.47,166.93,Loamy,Rabi,Rice
21.99,28.7,37.78,6.86,31.3,58.86,128.62,Loamy,Kharif,Mango
24.36,42.25,39.19,6.97,34.88,80.5,67.3,Clay Loam,Kharif,MungBean
68.75,45.17,42.01,6.25,13.96,51.19,56.32,Loamy,Rabi,Wheat
33.63,59.03,22.36,7.53,26.01,59.73,58,Sandy Loam,Kharif,MothBeans
38.04,66.95,36.06,6.15,20.46,69.64,79.35,Loamy,Rabi,Lentil
44.35,31.94,22.43,6.85,26.65,73.52,145.77,Red Soil,Rabi,Orange
30.82,32.58,23.65,7.21,27.56,43.35,80,Loamy,Kharif,Pomegranate
31.62,29.62,30.49,6.49,30.54,66.56,148.72,Loamy,Kharif,Mango
25.02,62.51,25.22,6.68,16.69,72.42,96.18,Loamy,Kharif,KidneyBeans
57.91,29.97,31.4,7.26,34.58,85.95,218.26,Alluvial,Kharif,Jute
41.78,66.82,41.65,6.54,26.13,74.47,71.12,Red Soil,Kharif,Blackgram
49.87,56.33,30.2,6.84,25.22,70.17,73.31,Clay,Kharif,Blackgram
20.24,118.24,213.1,6.35,22.21,67,105.74,Sandy Loam,Rabi,Apple
85.61,56.95,119.24,6.43,25.9,70,189.77,Red Soil,Kharif,Coffee
34.52,26.65,25.98,6.69,28.48,63.69,131.85,Sandy Loam,Kharif,Mango
109.66,41.75,54.16,7.05,27.89,71.8,71.3,Loamy,Zayad,Watermelon
27.54,18.15,32.04,5.87,30.2,66.81,128.99,Sandy Loam,Kharif,Mango
29.65,65.28,30.11,6.24,19.82,70.23,70.56,Loamy,Rabi,KidneyBeans
35.6,91.82,297.37,6.44,22.9,72.98,90.71,Loamy,Kharif,Grapes
20.26,32.34,20.02,7.27,21.42,39.55,82.66,Loamy,Rabi,Pomegranate
51.53,53.93,44.7,6.57,19.68,54.1,78.82,Clay,Rabi,Wheat
43.05,50.57,43.39,6.83,29.44,77.72,64.62,Clay,Rabi,Blackgram
39.35,57.04,37.04,6.8,21.25,60.9,115.02,Red Soil,Kharif,PigeonPeas
82.51,58.9,30.32,5.63,19.47,60.62,94.25,Loamy,Rabi,Maize
95.59,62.07,96.82,6.48,26.72,81.97,177.32,Sandy Loam,Kharif,Papaya
42.77,52.56,44.35,6.84,32.28,68.08,73.4,Red Soil,Rabi,Blackgram
76.99,52.56,39.39,5.76,18.4,59.88,74.3,Loamy,Kharif,Maize
30.28,50.87,29.53,7.4,27.76,55,50.74,Loamy,Kharif,MothBeans
31.96,52.53,55.89,7.14,21.22,66.73,81.72,Loamy,Rabi,Chickpea
34.29,54.88,39.74,6.08,28.43,79.64,96.96,Clay,Kharif,Blackgram
113.27,69.3,308.69,6.81,32.21,84.38,177.4,Clay Loam,Kharif,Banana
34.64,25.74,32.67,6.98,31.97,52.24,53.77,Loamy,Rabi,Pomegranate
53.79,43.79,111.1,7.33,32.79,84.74,211.36,Sandy,Kharif,Coconut
53.36,21.99,27.58,6.55,28.81,75.93,206.95,Loamy,Kharif,Jute
46.54,42.4,115.89,6.21,30.56,83.25,151.73,Loamy,Kharif,Coconut
21.11,64.52,37.29,6.25,24.13,65.66,73.21,Clay Loam,Rabi,Lentil
95.86,59.18,104.2,6.02,21.8,77.96,171.26,Loamy,Kharif,Coffee
46.84,57.47,33.33,6.43,28.88,70.91,74.98,Clay,Kharif,Blackgram
26.87,24.83,31.04,7.42,25.48,57.81,116.66,Sandy Loam,Kharif,Mango
47.26,59.51,34.49,6.93,32.13,77.06,71.39,Clay,Kharif,Blackgram
39.02,18.03,18.52,7.34,22.69,64.54,125.04,Loamy,Kharif,Orange
27.41,41.16,37,7.46,33.96,76.27,77.75,Sandy,Zayad,MungBean
53.32,30.46,137.74,5.76,33.55,84.79,152.22,Loamy,Kharif,Coconut
37.33,69.04,58.85,7.05,28.14,73.43,93.86,Clay,Rabi,Chickpea
15.9,43.71,28.47,7.88,33.65,64.85,46.96,Loamy,Kharif,MothBeans
45.01,34.04,24.8,6.52,26.24,71.55,184.47,Loamy,Kharif,Jute
119.61,49.82,98.73,6.43,15.87,83.21,189.12,Red Soil,Rabi,Coffee
85.08,50.86,41.04,6.54,30.3,67.93,68.39,Sandy,Zayad,Muskmelon
38.19,116.08,220.3,6.62,21.99,61.44,131.55,Clay Loam,Rabi,Apple
111.19,53.3,55.24,6.26,25.31,74.04,62.15,Sandy Loam,Kharif,Watermelon
83.77,48.1,48.71,6.12,20.97,87.25,289.54,Loamy,Rabi,Rice
20.57,52.41,25.94,6.84,29.94,61.6,31.62,Loamy,Kharif,MothBeans
51.76,39.28,38.97,6.69,26.91,83.48,161.83,Alluvial,Kharif,Jute
57.06,36.57,128.53,5.63,33.71,72.14,192.53,Loamy,Kharif,Coconut
58.65,36.47,119.45,6.37,30.55,75.71,248.09,Coastal Sandy,Kharif,Coconut
32.5,41.76,32.63,7.46,31.82,77.07,76.17,Clay Loam,Zayad,MungBean
48.58,61.22,57.88,7.48,29.16,64.77,78.48,Loamy,Rabi,Chickpea
39.59,97.82,285.55,6.79,18.56,62.72,74.9,Loamy,Rabi,Grapes
127.29,52.83,54.83,6.38,23.39,72.14,118.31,Loamy,Kharif,Cotton
22.92,109.22,217.85,6.32,34.15,70.5,70.89,Sandy,Rabi,Grapes
40.06,57.99,52.23,7.24,29.37,69.34,95.38,Sandy Loam,Rabi,Chickpea
40.48,52.59,40.22,6.21,29.09,73.38,87.22,Sandy Loam,Rabi,Chickpea
24.21,58.57,26.43,7.89,28.99,66.41,40.94,Sandy,Kharif,MothBeans
85.07,40.82,47.29,5.95,20.19,82.51,270.82,Clay Loam,Rabi,Rice
90.12,73.67,266.95,6.56,33.85,82.46,132.59,Loamy,Kharif,Banana
81.27,55.16,110.87,6.18,25.7,84.24,216.77,Loamy,Kharif,Coffee
31.35,53.18,39.91,7.36,23.94,65.98,50.04,Clay Loam,Rabi,Lentil
31.05,25.98,32.45,6.21,27.62,71.68,123.58,Red Soil,Rabi,Orange
100.77,70.3,302.08,7.08,27.5,77.49,165.89,Red Soil,Kharif,Banana
80.56,71.01,98.69,6.25,26.45,83.28,183.62,Sandy Loam,Kharif,Papaya
49.47,32.95,15.01,6.04,21.59,70.12,118.45,Red Soil,Rabi,Orange
99.67,58.81,110.9,6.08,20.12,84.82,212.62,Red Soil,Kharif,Coffee
21.43,63.71,30.43,6.03,16.73,67.64,73.55,Loamy,Kharif,KidneyBeans
49.43,53.29,45.2,7.08,22.95,73.67,97.37,Clay,Rabi,Chickpea
67.51,53.21,43.83,6.98,18.26,51.33,63.03,Loamy,Rabi,Wheat
47.82,51.21,45.87,7.37,28.44,73.37,79.81,Clay,Kharif,Blackgram
29.42,63.53,27.85,6.19,24.19,64.76,76.08,Sandy,Rabi,KidneyBeans
28.7,57.7,32.42,6.38,20.89,64.33,64.5,Loamy,Rabi,Lentil
42.96,32.72,24.47,6.47,33.67,78.04,231.04,Loamy,Kharif,Jute
38.13,140.7,222.82,6.07,16.37,61.85,135.17,Loamy,Rabi,Apple
41.99,51.27,50.26,7.11,28.97,76.02,95.89,Sandy Loam,Rabi,Chickpea
25.45,147.02,232.01,5.82,16.77,73.15,104.89,Sandy Loam,Rabi,Apple
54.35,59.51,56.16,6.57,22.04,55.04,61.96,Loamy,Rabi,Wheat
89.23,46.11,47.36,6.47,20.24,80.55,296.47,Clay Loam,Kharif,Rice
32.93,61.82,43.32,6.99,26.43,78.66,88.08,Loamy,Kharif,Blackgram
49.76,69.36,49.81,6.61,31.95,75.82,90.65,Loamy,Rabi,Blackgram
130.57,47.11,45.4,7.35,28.24,60.11,82.79,Clay,Kharif,Cotton
31.95,53.91,36.73,7.98,31.64,55.86,36.89,Sandy Loam,Kharif,MothBeans
37.54,17.4,26.77,5.76,27.67,66.01,128.22,Sandy Loam,Kharif,Mango
75.39,57.09,37.04,5.75,18.89,69.24,75.78,Sandy Loam,Rabi,Maize
36.38,149.27,224.12,6.5,18.33,67.36,134.48,Sandy Loam,Rabi,Apple
110.8,56.15,59.84,6.71,26.79,73.38,71.75,Sandy,Kharif,Watermelon
104.17,44.42,42.01,7.38,22.41,76.83,118,Loamy,Kharif,Cotton
30.33,51.11,30.02,6.46,19.35,63.63,68.98,Loamy,Rabi,Lentil
93.49,53.82,97,6.15,27.82,73.23,245.19,Red Soil,Rabi,Coffee
88.26,40.06,42.15,5.88,20.49,83.96,269.16,Loamy,Kharif,Rice
82.38,65.16,269.09,6.81,30.02,79.7,129.33,Red Soil,Kharif,Banana
104.24,44.34,57.52,6.28,21.55,68.7,106.06,Loamy,Kharif,Cotton
45.7,31.19,101.06,5.94,34.37,78.6,230.39,Coastal Sandy,Kharif,Coconut
24.37,24.09,33.4,6.48,30.74,58.21,96.42,Sandy Loam,Kharif,Mango
89.68,43.75,47.04,6.88,24.39,83.2,220.7,Loamy,Kharif,Rice
31.97,18.75,30.71,6,31.02,65.27,90.63,Loamy,Kharif,Mango
50.72,31.07,108.45,6.47,28.52,85.36,200.34,Loamy,Kharif,Coconut
35.55,55.63,28.47,7.44,19.58,70.43,41.19,Clay Loam,Rabi,Lentil
34.67,16.33,25.91,5.66,26.96,66.57,88.28,Loamy,Kharif,Mango
93.91,43.61,45.93,6.16,26.11,83.64,150.23,Clay,Kharif,Rice
84.65,50.15,40.57,6.28,30.16,76.93,69.57,Sandy,Kharif,Watermelon
28.22,105.24,210.8,6.8,16.84,63.83,51.59,Sandy,Rabi,Grapes
18.51,28.12,32.63,7.44,34.72,42.61,55.06,Red Soil,Kharif,Pomegranate
42.79,56.5,42.2,7.32,27.06,63.72,90.74,Clay,Rabi,Chickpea
36.83,17.03,33.11,6.22,23.12,76.28,140.22,Loamy,Kharif,Orange
32.96,24.07,33.91,7.06,23.52,40.92,78.94,Red Soil,Kharif,Pomegranate
44.93,59.51,48.84,6.7,25.33,70.67,97.3,Clay,Rabi,Chickpea
29.29,113.25,200.33,6.19,12.65,66.15,148.6,Clay Loam,Rabi,Apple
93.19,65.45,87.78,6.51,24,78.78,126.93,Loamy,Kharif,Papaya
101.44,56.99,112.66,6.4,24.49,83.5,241.3,Loamy,Kharif,Coffee
35,31.62,27.18,6.02,29.58,79.71,102.43,Sandy Loam,Rabi,Orange
117.15,48.76,89.02,6.08,22.05,72.61,156.68,Loamy,Rabi,Coffee
117.24,43.94,112.28,6.27,26.4,82.79,195.38,Loamy,Kharif,Coffee
85.27,70.94,291.58,7.4,33.38,88.13,195.25,Red Soil,Kharif,Banana
95.47,79.08,305.38,7.04,31.63,87.84,155.1,Loamy,Kharif,Banana
81.26,62.32,87.31,6.04,22.43,72.14,148.83,Sandy Loam,Kharif,Papaya
39.25,51.55,29.87,6.84,20.17,69.45,95.99,Sandy Loam,Kharif,KidneyBeans
34.46,134.96,219.9,6.72,12.79,70.36,131.88,Loamy,Rabi,Apple
32.54,109.56,244,6.94,18,66.23,86.29,Sandy,Rabi,Grapes
64.67,49.18,44.56,6.78,20.16,68.17,58.78,Loamy,Rabi,Wheat
21.75,52.3,30.74,6.06,18.26,63.96,73.25,Sandy Loam,Rabi,KidneyBeans
24.9,50.35,21.34,6.62,22.61,60.06,107.82,Loamy,Kharif,PigeonPeas
40.98,56.26,48.4,6.04,32.29,67.35,72.42,Red Soil,Kharif,Blackgram
81.91,45.44,32.2,6.53,22.89,60.35,50.08,Sandy Loam,Kharif,Maize
85.8,49.54,42.44,6.18,22.33,82.43,183.09,Clay,Kharif,Rice
102.74,47.58,112.04,6.02,17.9,81.45,180.89,Loamy,Rabi,Coffee
49.31,36.57,24.35,7.24,34.99,85.35,205.07,Loamy,Kharif,Jute
89.56,45.64,48.38,6.85,21.66,83.29,219.52,Loamy,Rabi,Rice
45.85,26.92,15.15,6.52,23.51,69.8,119.99,Loamy,Rabi,Orange
44.74,30.95,115.38,6.66,27.93,71.25,165.08,Sandy,Kharif,Coconut
35.63,52.12,36.22,6.53,26.24,65.14,111.76,Clay,Kharif,PigeonPeas
38.31,21.46,21.31,7.19,18.13,75.42,117.39,Loamy,Kharif,Orange
90.62,69.61,90.92,6.58,31.32,75.41,136.98,Sandy Loam,Kharif,Papaya
25.12,49.78,37.47,6.79,26.5,53.05,44.69,Sandy,Kharif,MothBeans
138.68,55.08,49.86,6.42,23.08,75.23,73.07,Black Soil,Kharif,Cotton
27.25,32.89,38.4,6.05,32.29,61.31,121.79,Sandy Loam,Kharif,Mango
22.37,59.6,25.65,6.32,18.98,67.24,51.9,Loamy,Rabi,Lentil
30.27,22.88,34.82,6.65,24.21,48.73,89.21,Sandy,Kharif,Pomegranate
102.09,58.71,40.86,6.37,25.56,68.68,93.38,Black Soil,Kharif,Cotton
104.41,64.15,310.95,6.23,27.74,79.97,196.81,Loamy,Kharif,Banana
41.77,53.87,45.98,6.04,20.65,64.54,64.46,Loamy,Rabi,Chickpea
39.56,58.25,28,6.81,15.11,74.62,89.15,Sandy,Kharif,KidneyBeans
26.14,100.77,258.17,7.22,32.74,63.59,84.79,Black Soil,Kharif,Grapes
23.35,61.95,29,7.39,21.29,72.14,105.13,Clay,Kharif,PigeonPeas
29.43,42.71,36.91,6.82,32.29,55.43,55.03,Sandy,Kharif,MothBeans
27.65,28.87,38.86,6.66,24.06,59.48,113,Red Soil,Kharif,Mango
24.2,113.22,236.82,6.32,19.93,67.65,145.2,Loamy,Rabi,Apple
21.45,55.95,27.25,6.78,22.54,69.51,62.61,Sandy,Rabi,Lentil
88.81,56.94,55.2,6.56,24.39,66.25,46.16,Sandy,Zayad,Muskmelon
15.63,30.41,28.35,7.28,33.37,39.8,99.94,Sandy,Kharif,Pomegranate
23.58,29.28,20.88,6.52,22.18,48.22,52.83,Red Soil,Rabi,Pomegranate
119.29,59.82,47.53,7.35,30.38,77.45,66.6,Sandy Loam,Zayad,Watermelon
26,129.93,239.84,5.93,16.89,73.31,123.61,Clay Loam,Rabi,Apple
39.59,68.45,32.73,7.06,29.58,72.4,87.7,Red Soil,Rabi,Blackgram
81.68,44.86,48.63,6.43,24.24,81.09,183.43,Clay,Rabi,Rice
29.64,80.17,279.42,6.6,21.93,61.31,65.56,Loamy,Rabi,Grapes
59.57,42.01,106.55,6.94,28.24,85.7,216.04,Coastal Sandy,Kharif,Coconut
25.56,110.92,213.84,5.98,23.29,60.94,102.73,Clay Loam,Rabi,Apple
61.41,59.27,47.33,7.3,20,65.14,78.13,Clay Loam,Rabi,Wheat
42.86,57.13,31.87,7.11,29.71,73.07,62.73,Clay,Rabi,Blackgram
48.02,55.19,32.94,6.33,28.61,77.81,78.06,Red Soil,Rabi,Blackgram
25.68,22.23,24.52,6.46,26.52,65.23,108.08,Red Soil,Kharif,Mango
102.5,45.49,48.2,6.39,31.74,70.53,43.17,Sandy,Zayad,Watermelon
113.55,52.45,44.22,6.88,24.05,64.11,86.67,Clay,Kharif,Cotton
59.98,37.97,116.3,7.03,31.55,73.47,158.85,Sandy,Kharif,Coconut
22.38,57.14,37.55,6.34,16.91,64.58,67.6,Loamy,Kharif,KidneyBeans
86.63,44.39,99.18,6.16,15.8,79.73,195.51,Loamy,Rabi,Coffee
97.7,45.09,43.69,6.55,29.14,73.22,42.2,Sandy Loam,Zayad,Muskmelon
100.51,56.65,53.66,6.44,27.31,78.82,57.49,Sandy,Zayad,Watermelon
30.98,59.19,41.71,6.94,25.34,61.29,95.49,Clay,Rabi,Chickpea
85.67,44.44,30.38,6.83,18.13,67.09,98.32,Clay Loam,Kharif,Maize
35.45,52.05,22.33,7.49,32.48,73.54,97.71,Clay Loam,Kharif,MungBean
110.73,52,47.42,6.11,21.19,78.39,76.44,Black Soil,Kharif,Cotton
30.79,57.44,24.09,6.86,19.82,65.99,46.67,Loamy,Rabi,Lentil
31.1,52.02,28.32,6.44,18.93,61.79,66.03,Sandy,Rabi,Lentil
98.4,63.67,285.02,7.24,32.47,80.09,169.9,Red Soil,Kharif,Banana
95.32,48.98,49.85,6.27,22.94,88.88,283.72,Clay Loam,Rabi,Rice
71.9,44.32,26.12,6.91,22.84,65.06,50.22,Clay Loam,Kharif,Maize
51.33,39.23,26.12,7.48,27.62,85.97,213.64,Loamy,Kharif,Jute
34.04,50.3,32.11,6.46,26.33,70.84,91.36,Loamy,Rabi,Blackgram
21.99,18.51,32.59,6.54,18.9,48.5,94.07,Sandy,Kharif,Pomegranate
66.95,58.98,49.59,6.01,19.95,61.27,54.7,Clay,Rabi,Wheat
101.95,50.42,41.59,6.7,23.62,66.67,101.66,Black Soil,Kharif,Cotton
15.1,23.04,19.05,7.09,17.66,52.64,94.1,Red Soil,Rabi,Pomegranate
30.41,58.03,31.78,6.05,33.02,84.91,62.28,Clay Loam,Kharif,MungBean
